v1,v2
spam,"This is the 2nd ttempt  contrct , yo hve won this weeks p prize of either еЈ1000 csh or еЈ200 prize. Jst cll 09066361921"
ham,"Well, i'm gld yo didn't find it tlly disgreeble ... Lol"
ham,"Gy, no flsh me now. If yo go cll me, cll me. How mdm. Tke cre oh."
spam,Do yo wnt  New Noki 3510i color phone Deliveredmorrow? With 300 free mintes  ny mobile + 100 free texts + Free Cmcorder reply or cll 08000930705.
ham,Mrk works morrow. He gets ot t 5. His work is by yor hose so he cn meet  fterwrds.
ham,\Keep r problems in r hert
ham,"Yeh, give me  cll if yo've got  minte"
ham,\HI BBE WKE?FEELLIKW SHIT.JSTFOND OT VI LETTER THTMM GOTMRRIED 4thNOV.BEHIND ORBCKS еР FCKINNICE!SELFISH
ham,mzing : If yo rerrnge these letters it gives the sme mening... Dormiry = Dirty room stronomer = Moon strer The eyes = They see Election reslts = Lies lets recont Mother-in-lw = Womn Hitler Eleven pls two =Twelve pls one Its mzing... !:-)
ham,iy we discss lter lr... Pick М_ p t 4 is it?
ham,Hey hppy birthdy...
ham,Sorry i missed yor cll. Cn yo plese cll bck.
ham,Omg if its not one thing its nother. My ct hs worms :/ when does this bd dy end?
ham,"Good morning, im sffering from fever nd dysentry ..will not be ble  come  office dy."
ham,I wont do nything de.
ham,Wht type of stff do yo sing?
ham,"St ndre, virgil's crem"
ham,No no. I will check ll rooms befor ctivities
ham,"My fri h... Okie lor,goin 4 my drivin den go shoppin fter tt..."
ham,Gokil is tlking with yo h:)
ham,"Hi Shnil,Rkhesh here.thnks,i hve exchnged the nct dimond stff.leving bck. Excellent service by Dino nd Prem."
ham,K.k.this month kotees birthdy know?
ham,Bt i'm relly relly broke oh. No mont is o smll even  &lt;#&gt; 
ham,Sorry bot tht this is my mtes phone nd i didnt write it love Kte
spam,"TheMob>Hit the link  get  premim Pink Pnther gme, the new no. 1 from Sgbbes,  crzy Zebr nimtion or  bdss Hoody wllpper-ll 4 FREE!"
ham,"h, well tht confses things, doesnt it? I thoght ws friends with now. Mybe i did the wrong thing bt i lredy sort of invited -tho he my not come cos of money."
ham,"ight, cll me once yo're close"
ham,Nope thts fine. I might hve  np tho! 
spam,This msg is for yor mobile content order It hs been resent s previos ttempt filed de  network error Qeries  csmersqeries@netvision.k.com
ham,In other news fter hssling me  get him weed for  week ndres hs no money. HGHIGHGTJHYGJ
ham," Boy loved  gl. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. gin d boy decided 2 proch d gl , dt time  trck ws speeding wrds d gl. Wn it ws bot 2 hit d girl,d boy rn like hell n sved her. She sked 'hw cn  rn so fst?' D boy replied \Boost is d secret of my energy\"" n instntly d girl shoted \""or energy\"" n Thy lived hppily 2gthr drinking boost evrydy Morl of d sry:- I hv free msgs:D;): gd ni8"""
ham,I wnt  by  BMW cr rgently..its vry rgent.bt hv  shortge of  &lt;#&gt; Lcs.there is no sorce  rng dis mt. &lt;#&gt; lcs..thts my prob
ham,Ding me on y brek fssyole! Blcko from londn
ham,I RELLY NEED 2 KISS  I MISS  MY BBY FROM R BBY 4EV
ham,"The sign of mtrity is not when we strt sying big things.. Bt ctlly it is, when we strt nderstnding smll things... *HVE  NICE EVENING* BSLVYL"
ham,Oh yo got mny responsibilities.
spam,Yo hve 1 new messge. Plese cll 08715205273
ham,I've reched sch lredy...
spam,December only! Hd yor mobile 11mths+? Yo re entitled  pdte  the ltest color cmer mobile for Free! Cll The Mobile pdte VCo FREE on 08002986906 
ham, definitely need  modle from e hmnities dis sem izzit?  wn 2 tke other modles 1st?
ham,rgh why the fck is nobody in wn ;_;
spam,"Get 3 Lions Englnd ne, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringnes.co.k, the originl n best. nes 3GBP network operr rtes pply."
ham,Thnks. Fills me with complete clm nd ressrnce! 
ham,slmlikkm....insh llh hr beeen mht lbi mfti mhfz...mening sme here....
ham,re yo driving or trining?
ham,Lol for rel. She ld my dd I hve cncer
spam,PRIVTE! Yor 2003 ccont Sttement for 078
ham,"Oops I did hve it,  &lt;#&gt; ?"
ham,"\NOT ENFCREDEIT CLL.SHLL ILEVE NI T 6 +GET  BS  YOR HOSE?\"""""
ham,"Hi Chikk, send some nice msgs"
ham,"He is impossible  rge with nd he lwys trets me like his sb, like he never relesed me ... Which he did nd I will remind him of tht if necessry"
ham,"fter my work h... Den 6 pls lor...  workin oso rite... Den go orchrd lor, no other plce  go lio..."
ham," the wonderfl Okors, hve  gret month. We cherish yo gys nd wish yo well ech dy. MojiBiol"
ham,Cz ibored. nd don wnn stdy
ham,Wot bot on wed nite I m 3 then bt only til 9!
ham,"Rose for red,red for blood,blood for hert,hert for . Bt  for me.... Send tis  ll r friends.. Inclding me.. If  like me.. If  get bck, 1- r poor in reltion! 2- need some 1  spport 3- r frnd 2 mny 4-some1 lvs  5+- some1 is prying god  mrry .:-) try it...."
ham,ny wy where re yo nd wht doing.
ham,Tht scks. I'll go over so  cn do my hir. Yo'll do it free right?
ham,it's still not working. nd this time i lso tried dding zeros. Tht ws the svings. The checking is  &lt;#&gt; 
ham,"Hmm... Dnno leh, myb  bg 4 goigng ot dt is not o smll. Or js nything except perfme, smth dt i cn keep."
ham,Sdy only joined.so trining we strted dy:)
ham,Sorry * ws t the grocers.
ham,There re some nice pbs ner here or there is Frnkie n Bennys ner the wrner cinem?
spam,"YO VE WON! Yor 4* Cost Del Sol Holidy or еЈ5000 wit collection. Cll 09050090044 Now Clim. SE, TC s, POBox334, Sckport, SK38xh, CostеЈ1.50/pm, Mx10mins"
ham,Yp... I hvent been there before... Yo wnt  go for the yog? I cn cll p  book 
ham,Oh sht it. Omg yesterdy I hd  drem tht I hd 2 kids both boys. I ws so pissed. Not only bot the kids bt them being boys. I even ld mrk in my drem tht he ws chnging dipers cse I'm not getting owed in the fce.
ham,Yeh I imgine he wold be relly gentle. nlike the other docs who tret their ptients like trkeys.
spam,FREE for 1st week! No1 Noki ne 4 r mobile every week jst txt NOKI  8077 Get txting nd tell r mtes. www.getzed.co.k POBox 36504 W45WQ 16+ norm150p/ne
ham,Now tht yo hve strted dont sp. Jst pry for more good ides nd nything i see tht cn help yo gys i.ll forwrd yo  link.
ham,Hi drlin im on helens fone im gonn b p the princes 2 nite plese come p tb love Kte
ham,I'm in office now d:)where re yo?
ham,iyr  so poor thing... I give  my spport k... Ji yo! I'll think of ...
ham,Oh nintentionlly not bd timing. Gret. Fingers  the trins ply long! Will give fifteen min wrning.
spam,Get yor grden redy for smmer with  FREE selection of smmer blbs nd seeds worth еЈ33:50 only with The Scotsmn this Strdy.  sp go2 notxt.co.k
ham,K..then come wenever  lik  come nd lso tel vikky  come by getting free time..:-)
ham,Pls cll me d. Wht hppen.
ham,"Hppy new yer   nd r fmily...my this new yer bring hppiness , stbility nd trnqility  r vibrnt colorfl life:):)"
ham,No problem with the renewl. I.ll do it right wy bt i dont know his detils.
ham,Idk. I'm sitting here in  sp nd shop prking lot right now bwling my eyes ot becse i feel like i'm  filre in everything. Nobody wnts me nd now i feel like i'm filing yo.
ham,Hven't left yet so probbly gonn be here til dinner
ham,"Like  &lt;#&gt; , sme qestion"
ham,MY NEW YERS EVE WS OK. I WENT   PRTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,"Sir, I need Velsmy sir's dte of birth nd compny bnk fcilities detils."
ham,K k:) sms cht with me.
ham,I will come with krnn cr. Plese wit till 6pm will directly go docr.
ham,No bt the blry plyer cn
ham,Ok... Then r we meeting lter?
ham,Lol no. I jst need  csh in my nitros. Hrry come on before I crsh ot!
ham,Jst send  text. We'll skype lter.
ham,Ok leve no need  sk
spam,"Congrts 2 mobile 3G Videophones R yors. cll 09063458130 now! videocht wid r mtes, ply jv gmes, Dlod polypH msic, noline rentl. bx420. ip4. 5we. 150p"
ham,МП still got lessons?  МП in sch?
ham,Y she dn believe leh? I t i ld her it's tre lredy. I thk she mz c s g then she believe.
ham,Oh did yo chrge cmer
ham,"I‰Ычve got some slt, yo cn rb it in my open wonds if yo like!"
ham,Now i'm going for lnch.
ham,I'm in school now n i'll be in d lb doing some stff give me  cll when М_ r done.
ham,Oh k. . I will come morrow
ham,"ight, text me night nd we'll see wht's p"
ham, 2.
ham,Wter logging in desert. Geoenvironmentl implictions.
ham,Rji..pls do me  fvor. Pls convey my Birthdy wishes  Nimy. Pls. dy is her birthdy.
ham,Compny is very good.environment is terrific nd food is relly nice:)
ham,"Very strnge.  nd  re wtching the 2nd one now bt i'm in bed. Sweet drems, miss  "
spam,SMS CTION -  BRND NEW Noki 7250 is p 4 ction dy! ction is FREE 2 join & tke prt! Txt NOKI  86021 now!
ham,"Hi hope  r both ok, he sid he wold text nd he hsn't, hve  seen him, let me down gently plese "
ham,"Bbe! I fcking love yo o !! Yo know? Fck it ws so good  her yor voice. I so need tht. I crve it. I cn't get enogh. I dore yo, hmd *kisses*"
ham,K sre m in my reltives home. Sms me de. Pls:-)
ham,I sent them. Do yo like?
ham,"Fck I need  sp sleepin, sp"
ham,I'm in wn now so i'll js tke mrt down lter.
ham,I jst cooked  rther nice slmon  l yo
ham,I ploded mine  Fcebook
ham,WHT TIME  WRKIN?
ham,Okie
spam,ree entry in 2  weekly comp for  chnce  win n ipod. Txt POD  80182  get entry (std txt rte) T&C's pply 08452810073 for detils 18+
spam,Or records indicte  mybe entitled  5000 ponds in compenstion for the ccident yo hd.  clim 4 free reply with CLIM  this msg. 2 sp txt SP
ham,"Sorry, I'll cll lter"
ham,Oh oh... Den mz chnge pln lio... Go bck hve  yn ji gin...
ham,"It's wylie, yo in tmp or srsot?"
ham,Ok... Tke r time n enjoy r dinner...
ham,Drren ws sying dt if  meeting d ge den we dn meet 4 dinner. Cos lter  leve xy will feel wkwrd. Den  meet him 4 lnch lor.
spam,"Spook p yor mob with  Hlloween collection of  logo & pic messge pls  free eerie ne, txt CRD SPOOK  8007 zed 08701417012150p per logo/pic "
ham,I like chep! Bt i‰Ычm hppy  splsh ot on the wine if it mkes yo feel better..
ham,She.s fine. I hve hd difficlties with her phone. It works with mine. Cn yo pls send her nother friend reqest.
ham,gh my leg hrts. Mst overdid it on mon.
spam,Cll Germny for only 1 pence per minte! Cll from  fixed line vi ccess nmber 0844 861 85 85. No prepyment. Direct ccess! www.telediscont.co.k
spam,"YO VE WON! Yor 4* Cost Del Sol Holidy or еЈ5000 wit collection. Cll 09050090044 Now Clim. SE, TC s, POBox334, Sckport, SK38xh, CostеЈ1.50/pm, Mx10mins"
ham,WOT STDENT DISCONT CN  GET ON BOOKS?
ham,Me fine..bsoltly fine
ham,How come she cn get it? Shold b qite diff  gess rite...
spam,Hd yor mobile 11mths ? pdte for FREE  Ornges ltest color cmer mobiles & nlimited weekend clls. Cll Mobile pd8 on freefone 08000839402 or 2SpTxt
ham,I will rech r home in  &lt;#&gt;  mintes
ham,"Bbe, I'm nswering yo, cn't yo see me ? Mybe yo'd better reboot YM ... I got the pho ... It's gret !"
ham,Hi.wht yo think bot mtch?
ham,"I know yo re thinkin mlri. Bt relx, children cnt hndle mlri. She wold hve been worse nd its gstroenteritis. If she tkes enogh  replce her loss her temp will redce. nd if yo give her mlri meds now she will jst vomit. Its  self limiting illness she hs which mens in  few dys it will completely sp"
ham,Di i downloded bt there is only exe file which i cn only rn tht exe fter instlling.
ham,It is only yesterdy tre tre.
ham,K.k.how is yor bsiness now?
ham,3 p bt not selected.
spam,Ntlj (25/F) is inviting yo  be her friend. Reply YES-440 or NO-440 See her: www.SMS.c//nt27081980 SP? Send SP FRND  62468
ham,I keep ten rs in my shelf:) by two egg.
ham,I m lte. I will be there t
ham,Well thts nice. o bd i cnt et it
ham,I ccidentlly broght em home in the box
ham,Pls she needs  dt slowly or she will vomit more.
ham,I hve  tke exm with in mrch 3
ham,"Jne bbes not goin 2 wrk, feel ill fter lst nite. Foned in lredy cover 4 me chck.:-)"
ham,5 nights...We nt stying t port step lio...o ex
ham,If I die I wnt   hve ll my stffs.
ham,"\OH FCK. JSWOKE P IN  BED ON  BOTIN THE DOCKS. SLEPT WID 25 YER OLD. SPINOT! GIV  D GOSSIP L8R. XXX\"""""
ham,Smile in Plesre Smile in Pin Smile when troble pors like Rin Smile when sm1 Hrts  Smile becoz SOMEONE still Loves  see  Smiling!!
ham,Prbh..i'm soryd..rely..frm hert i'm sory
ham,I re-met lex nichols from middle school nd it trns ot he's deling!
spam,PRIVTE! Yor 2003 ccont Sttement for <fone no> shows 800 n-redeemed S. I. M. points. Cll 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,It mens  cold not keep r words.
ham,"Nope, I'm still in the mrket"
ham,I relise yo re  bsy gy nd i'm trying not  be  bother. I hve  get some exms ott the wy nd then try the crs. Do hve  gr8 dy
spam,YO RE CHOSEN  RECEIVE  еЈ350 WRD! Pls cll clim nmber 09066364311  collect yor wrd which yo re selected  receive s  vled mobile csmer.
ham,Hey wht how bot yor project. Strted h d.
ham,Ok cool. See y then.
ham,m on the world site. m i bying the qbnk only or m i bying it with the self ssessment lso?
ham,Yor opinion bot me? 1. Over 2. Jd 3. Ksrthi 4. Lovble 5. Silent 6. Spl chrcter 7. Not mtred 8. Stylish 9. Simple Pls reply..
spam,Someonone yo know is trying  contct yo vi or dting service!  find ot who it cold be cll from yor mobile or lndline 09064015307 BOX334SK38ch 
ham,Yeh I cn still give yo  ride
ham,"Jy wnts  work ot first, how's 4 sond?"
ham,"Gd gd..k, chikk tke cre.. sleep well gd nyt"
ham,Its  prt of checking IQ
ham,Hmm thinking lor...
ham,Of corse ! Don't tese me ... Yo know I simply mst see ! *grins* ... Do keep me posted my prey ... *loving smile* *devoring kiss*
ham,thnks for the temles it ws wonderfl. Thnk. Hve  gret week.
ham,Thnk yo princess! I wnt  see yor nice jicy booty...
ham,Hven't eten ll dy. I'm sitting here string t this jicy pizz nd I cn't et it. These meds re rining my life.
ham,Gd ni8 der..slp well..tke cre..swt drems..Mh..
ham, come n serch tt vid..not finishd..
ham,"K I'm leving soon, be there  little fter 9"
spam,rgent! Plese cll 09061213237 from  lndline. еЈ5000 csh or  4* holidy wit collection. T &Cs SE PO Box 177 M227XY. 16+
ham,"Yeh work is fine, strted lst week, ll the sme stff s before, dll bt esy nd gys re fn!"
ham,Yo do yor stdies lone withot nyones help. If yo cnt no need  stdy.
ham,Plese tell me not ll of my cr keys re in yor prse
ham,I didnt get nything d
ham,Ok... Sweet drems...
ham,Well she's in for  big srprise!
ham,"s sl..im fine, hppy &mp; doing well..:)"
ham,1 in cbe. 2 in chenni.
ham,Cn help  swoop by picking  p from wherever r other birds r meeting if  wnt.
ham,If nyone clls for  tredmill sy yo'll by it. Mke sre its working. I fond n d on Crigslist selling for $ &lt;#&gt; .
ham,I bsoltely LOVE Soth Prk! I only recently strted wtching the office.
ham,Did yo see tht film:)
ham,Pls spek with me. I wont sk nything other then yo friendship.
ham,"Srming msg: Wen  lift d phne,  sy \HELLO\"" Do  knw wt is d rel mening of HELLO?? . . . It's d nme of  girl..! . . . Yes.. nd  knw who is dt girl?? \""Mrgret Hello\"" She is d girlfrnd f Grhmbell who invnted telphone... . . . . Morl:One cn 4get d nme of  person"
ham,Gd ni8.swt drms.tke cre
ham,HI DRLIN ITS KTE RE  P FOR DOIN SOMETHIN NIGHT? IM GOING   PB CLLED THE SWN OR SOMETHING WITH MY PRENTS FOR ONE DRINK SO PHONE ME IF  CN
ham,nything lr then М_ not going home 4 dinner?
ham,\ER
spam,"If yo don't, yor prize will go  nother csmer. T&C t www.t-c.biz 18+ 150p/min Polo Ltd Site 373 London W1J 6HL Plese cll bck if bsy "
ham,Did  fix the teeth?if not do it sp.ok tke cre.
ham,So  wn 2 come for or dinner night  not?
ham,"Hello.How  doing?Wht  been p 2?When will  b moving ot of the flt, cos I will need  rrnge  pick p the lmp, etc. Tke cre. Hello croline!"
ham,Its o lte:)bt its k.wish yo the sme.
ham,"Hi. Hope r dy * good! Bck from wlk, tble booked for hlf eight. Let me know when r coming over."
ham,Oh yeh clerly it's my flt
ham,Dnno leh cnt remember myb lor. So wt time r we meeting tmr?
ham,"Best msg: It's hrd  be with  person, when  know tht one more step fowrd will mke  fll in love.. &mp; One step bck cn rin r friendship.. good night:-) ..."
spam,RGENT! Yor Mobile nmber hs been wrded with  еЈ2000 prize GRNTEED. Cll 09061790126 from lnd line. Clim 3030. Vlid 12hrs only 150ppm
ham,"Helloooo... Wke p..! \Sweet\"" \""morning\"" \""welcomes\"" \""Yo\"" \""Enjoy\"" \""This Dy\"" \""with fll of joy\"".. \""GD MRNG\""."""
ham,"Vikky, come rond  &lt;TIME&gt; .."
ham,"nd how yo will do tht, princess? :)"
ham,I hve gone in get info bt dont know wht  do
ham,"Yeh, probbly here for  while"
ham,Sent me r emil id soon
spam,"RGENT! Yo hve won  1 week FREE membership in or еЈ100,000 Prize Jckpot! Txt the word: CLIM  No: 81010 T&C www.dbk.net LCCLTD POBOX 4403LDNW17RW18"
ham,I'm still pretty wek dy .. Bd dy ?
ham,Hey ! Don't forget ... Yo re MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,n excellent thoght by  misndrstd frnd: I knw  hte me bt the dy wen 'll knw the trth 'll hte rself:-( Gn:-)
